source_images_idx,source_i,source_j,source_k,means,covs,label_frequency,perdict_frequency
10,27,0,22,"[[ -0.13064344  19.39851122   4.74603065  22.68796649  -7.44948386]
 [-16.46861474   1.46940776  -5.40517158  -0.70196974  -5.82568054]
 [  9.69753041   1.42337739   5.85866068   9.75442405  18.02175505]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]]","[[[101.12293899  40.10196177 122.40591184   1.73946901  19.50388673]
  [ 40.10196177  56.13103259  69.22203016  31.25825882 -11.38020811]
  [122.40591184  69.22203016 172.01918315   0.6302396   12.607152  ]
  [  1.73946901  31.25825882   0.6302396   46.80228387 -14.03167136]
  [ 19.50388673 -11.38020811  12.607152   -14.03167136  18.22841459]]

 [[ 23.28394558  -3.09559705  11.07141538  -8.38479728  19.50801428]
  [ -3.09559705  10.09408237  -7.14926408  15.58430135  -6.82250548]
  [ 11.07141538  -7.14926408   8.78570025 -12.85493092  12.20176485]
  [ -8.38479728  15.58430135 -12.85493092  26.89355916 -15.64778371]
  [ 19.50801428  -6.82250548  12.20176485 -15.64778371  23.8303322 ]]

 [[ 56.98134434 -46.1234437   48.30101762  -7.61738138  78.69346032]
  [-46.1234437   73.19567988 -46.92312888  33.95217249 -93.04969721]
  [ 48.30101762 -46.92312888  46.82183432 -22.68978131  72.82907066]
  [ -7.61738138  33.95217249 -22.68978131  51.02247316 -31.57265996]
  [ 78.69346032 -93.04969721  72.82907066 -31.57265996 140.84182004]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]]",[20851  3301  8591    25     0],[18757  2397  7295     0     0]
10,27,0,44,"[[ 0.52562254 19.00999083  8.61343279 20.00889197 -8.79716039]
 [ 0.          0.          0.          0.          0.        ]
 [ 6.70914307  8.49315203  4.08205596  9.60977824 12.43291994]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.        ]]","[[[ 55.06462001  18.88313905  59.00367762   8.96398072   8.66206727]
  [ 18.88313905  37.9640462   42.56850263  23.97622671 -13.45435839]
  [ 59.00367762  42.56850263 102.54396604   1.90144345 -10.55270632]
  [  8.96398072  23.97622671   1.90144345  39.90250645  -2.91739291]
  [  8.66206727 -13.45435839 -10.55270632  -2.91739291  14.76864394]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]

 [[ 20.97720394  -2.64735643  19.88949104  -9.36910601  22.63178652]
  [ -2.64735643   1.48222589  -2.29603371   1.10643852  -2.65244745]
  [ 19.88949104  -2.29603371  20.11705642 -12.5352596   22.09858212]
  [ -9.36910601   1.10643852 -12.5352596   16.30782438 -12.9386882 ]
  [ 22.63178652  -2.65244745  22.09858212 -12.9386882   27.3825872 ]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]

 [[ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]
  [ -0.          -0.          -0.          -0.          -0.        ]]]",[28820   205  3743     0     0],[27813     0  3003     0     0]
10,27,0,65,"[[ -2.52771878  19.19865799   9.189394    15.6106205  -11.53730583]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]]","[[[22.10578158 -9.90801513 12.74190243 -3.48291164  6.73658693]
  [-9.90801513 29.01223912 13.04149032 10.1954436  -7.47690043]
  [12.74190243 13.04149032 27.06944055 -0.17140352 -1.12940926]
  [-3.48291164 10.1954436  -0.17140352 11.38379966 -5.5657069 ]
  [ 6.73658693 -7.47690043 -1.12940926 -5.5657069  10.5674971 ]]

 [[-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]]

 [[-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]]

 [[-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]]

 [[-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]]]",[32768     0     0     0     0],[32768     0     0     0     0]
10,27,21,0,"[[ -4.7973189   11.72629386  -1.99728215  15.6594457   -8.09202032]
 [-25.03491127 -19.01678105  -8.4107607   -7.13820851   3.0106312 ]
 [  8.1331466    5.64153106   4.07341629   7.08821124   9.42043192]
 [ -1.19590898 -16.30311768  12.86738456 -14.7751204   12.89658415]
 [  0.           0.           0.           0.           0.        ]]","[[[ 2.91181167e+01  9.97097098e+00  3.06666999e+01 -1.75762070e+00
    9.97716734e+00]
  [ 9.97097098e+00  2.05419563e+01  1.85628675e+01  9.49794856e+00
   -1.54507936e+00]
  [ 3.06666999e+01  1.85628675e+01  3.93203595e+01 -1.16346520e+00
    7.89698947e+00]
  [-1.75762070e+00  9.49794856e+00 -1.16346520e+00  1.22987649e+01
   -4.35079525e+00]
  [ 9.97716734e+00 -1.54507936e+00  7.89698947e+00 -4.35079525e+00
    6.64921023e+00]]

 [[ 7.74378824e+01  1.27082013e+02  2.13391460e+01  5.63735214e+01
   -4.82966970e+01]
  [ 1.27082013e+02  4.71641115e+02  1.20925852e+01  2.25669297e+02
   -2.48951686e+02]
  [ 2.13391460e+01  1.20925852e+01  1.52172747e+01 -6.82361936e+00
    3.56919010e+00]
  [ 5.63735214e+01  2.25669297e+02 -6.82361936e+00  1.26120087e+02
   -1.24798973e+02]
  [-4.82966970e+01 -2.48951686e+02  3.56919010e+00 -1.24798973e+02
    1.44994110e+02]]

 [[ 1.68836665e+01  1.92867414e+00  1.23700247e+01 -2.48684704e-01
    1.15560708e+01]
  [ 1.92867414e+00  7.79513703e-01  1.99988417e+00 -1.22065627e+00
    1.33715722e+00]
  [ 1.23700247e+01  1.99988417e+00  1.93478231e+01 -2.33791676e+01
    1.45057027e+01]
  [-2.48684704e-01 -1.22065627e+00 -2.33791676e+01  5.36012875e+01
   -1.42762732e+01]
  [ 1.15560708e+01  1.33715722e+00  1.45057027e+01 -1.42762732e+01
    1.19280751e+01]]

 [[ 8.90035124e+01 -7.17258322e+00  7.19866514e+01 -7.51455397e-01
    5.38978568e+01]
  [-7.17258322e+00  1.45600096e+02 -4.57072676e+01  6.10330649e+01
   -7.08228749e+01]
  [ 7.19866514e+01 -4.57072676e+01  8.31216998e+01 -2.52678188e+01
    6.39700390e+01]
  [-7.51455397e-01  6.10330649e+01 -2.52678188e+01  3.03990556e+01
   -2.94277789e+01]
  [ 5.38978568e+01 -7.08228749e+01  6.39700390e+01 -2.94277789e+01
    6.73565292e+01]]

 [[-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]]]",[10362 14427  2341  5638     0],[ 7823 11975  1593  4698     0]
10,27,21,22,"[[ -5.76880201   8.29290619  -4.97874731  14.42148577  -7.03881112]
 [-20.87864479 -16.87179648  -6.34232631  -7.74549265   2.3326545 ]
 [  7.83918493  -5.9217131    5.89187115   3.8090957   24.47247485]
 [  0.09876713  -7.20000853  14.77338999 -12.86252831   9.01665768]
 [  0.           0.           0.           0.           0.        ]]","[[[  11.51670543   -1.73551563    8.0584236    -1.58743533    5.2553195 ]
  [  -1.73551563    1.59769889   -2.38082541    3.37303551   -0.97813307]
  [   8.0584236    -2.38082541    9.44742296   -6.47997939    1.97054428]
  [  -1.58743533    3.37303551   -6.47997939   10.84708162   -0.67221135]
  [   5.2553195    -0.97813307    1.97054428   -0.67221135    6.19699827]]

 [[  40.43238404   87.61989354   14.12959006   32.65687539  -28.85205719]
  [  87.61989354  405.15423657   13.16208453  174.05182125 -186.75778721]
  [  14.12959006   13.16208453    9.94709566   -2.43341858   -0.49307511]
  [  32.65687539  174.05182125   -2.43341858   85.34778193  -83.84551565]
  [ -28.85205719 -186.75778721   -0.49307511  -83.84551565   98.28573386]]

 [[  56.42031159  -43.31964646   48.442571    -10.39578118   84.48231124]
  [ -43.31964646  238.29329552  -30.17999085   21.28174911 -198.83798528]
  [  48.442571    -30.17999085   47.9351669   -18.91151807   71.41247683]
  [ -10.39578118   21.28174911  -18.91151807   22.2603318   -28.76503967]
  [  84.48231124 -198.83798528   71.41247683  -28.76503967  227.65786209]]

 [[  85.47207196   56.39208151   90.215908      6.09199013   25.06968159]
  [  56.39208151  125.80348401   30.1107829    41.79288449  -14.83209752]
  [  90.215908     30.1107829   122.7562941   -15.26042934   35.63305437]
  [   6.09199013   41.79288449  -15.26042934   22.32180346  -13.03357781]
  [  25.06968159  -14.83209752   35.63305437  -13.03357781   30.08280335]]

 [[  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]]]",[ 3677 11432  7809  9753    97],[1686 8994 6611 8057    0]
10,27,21,44,"[[ -0.62233015  19.83341327   7.09566917  22.10964219 -11.46678716]
 [-23.6788573   -4.78055458  -9.0780944   -1.05811198  -5.41242442]
 [  4.14524734   1.89910138   1.59060157   9.15197441  18.24363581]
 [ -3.06252792  -4.13449715   4.34999713  -7.0468367   -2.44991826]
 [  0.           0.           0.           0.           0.        ]]","[[[ 8.44649464e+01  1.99597128e+01  9.55564957e+01 -1.05751494e+01
    2.57229337e+01]
  [ 1.99597128e+01  4.58753183e+01  4.85893285e+01  2.36912939e+01
   -9.15742234e+00]
  [ 9.55564957e+01  4.85893285e+01  1.40886528e+02 -1.40216217e+01
    1.93262061e+01]
  [-1.05751494e+01  2.36912939e+01 -1.40216217e+01  4.85557961e+01
   -2.31912067e+01]
  [ 2.57229337e+01 -9.15742234e+00  1.93262061e+01 -2.31912067e+01
    2.95994437e+01]]

 [[ 4.31209139e+01 -3.47396028e+01  2.56547941e+01 -3.11113760e+01
    5.11953761e+01]
  [-3.47396028e+01  2.22884161e+02 -4.43250572e+01  1.35867509e+02
   -1.57989909e+02]
  [ 2.56547941e+01 -4.43250572e+01  2.19257694e+01 -3.81289101e+01
    4.70078338e+01]
  [-3.11113760e+01  1.35867509e+02 -3.81289101e+01  9.66327172e+01
   -1.09500157e+02]
  [ 5.11953761e+01 -1.57989909e+02  4.70078338e+01 -1.09500157e+02
    1.40928755e+02]]

 [[ 2.00535252e+01 -4.67857102e+01  1.70555819e+01 -1.04370562e+01
    4.76310244e+01]
  [-4.67857102e+01  1.39689845e+02 -4.44606660e+01  3.96768089e+01
   -1.32480278e+02]
  [ 1.70555819e+01 -4.44606660e+01  1.62508646e+01 -1.37004896e+01
    4.46002245e+01]
  [-1.04370562e+01  3.96768089e+01 -1.37004896e+01  1.98246413e+01
   -3.87283056e+01]
  [ 4.76310244e+01 -1.32480278e+02  4.46002245e+01 -3.87283056e+01
    1.37259900e+02]]

 [[ 5.92094335e+00  3.67774971e-01  7.41859303e-01  3.09954800e+00
   -9.38988045e-01]
  [ 3.67774971e-01  1.11741595e+00 -6.42897972e-01  1.28342783e+00
    7.08910513e-01]
  [ 7.41859303e-01 -6.42897972e-01  5.42280653e-01 -3.36341986e-01
   -5.14323580e-01]
  [ 3.09954800e+00  1.28342783e+00 -3.36341986e-01  2.80300435e+00
    6.28711959e-02]
  [-9.38988045e-01  7.08910513e-01 -5.14323580e-01  6.28711959e-02
    1.19064438e+00]]

 [[-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]]]",[22869  5916  3065   655   263],[21111  4724  2422   306     0]
10,27,21,65,"[[ 0.84061742 22.49927711 11.79704475 18.53036499 -7.86287832]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.        ]]","[[[62.54208953 -2.55835509 55.04033467  1.04141359 11.63265203]
  [-2.55835509 31.74034952 11.46770382 19.18115149 -2.10763015]
  [55.04033467 11.46770382 62.23812092  1.24878116 10.21494379]
  [ 1.04141359 19.18115149  1.24878116 26.49221076 -9.25424452]
  [11.63265203 -2.10763015 10.21494379 -9.25424452 15.09568646]]

 [[-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]]

 [[-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]]

 [[-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]]

 [[-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]]]",[32768     0     0     0     0],[32768     0     0     0     0]
10,27,42,0,"[[ -8.22971964   8.16292819  -5.23631272  12.68989775  -9.50688583]
 [-22.65101928 -20.6337542   -7.30840614  -8.65022504   5.23965439]
 [  0.           0.           0.           0.           0.        ]
 [  4.48220268 -14.41326818  21.05621581 -14.26871682  11.46276947]
 [  0.           0.           0.           0.           0.        ]]","[[[ 8.81010778e+00 -3.04924584e+00  6.90945734e+00 -5.11316983e+00
    5.91290827e+00]
  [-3.04924584e+00  2.94643351e+00 -1.50895093e+00  3.50779009e+00
   -3.66977838e+00]
  [ 6.90945734e+00 -1.50895093e+00  6.62602604e+00 -4.25531598e+00
    3.77933528e+00]
  [-5.11316983e+00  3.50779009e+00 -4.25531598e+00  6.06235703e+00
   -4.91580119e+00]
  [ 5.91290827e+00 -3.66977838e+00  3.77933528e+00 -4.91580119e+00
    5.59624880e+00]]

 [[ 5.02487059e+01  1.13881766e+02  1.24456985e+01  5.25584265e+01
   -5.75745453e+01]
  [ 1.13881766e+02  3.59561498e+02  1.74973900e+01  1.70655454e+02
   -1.94561586e+02]
  [ 1.24456985e+01  1.74973900e+01  9.18490785e+00 -7.71696646e-02
   -5.89120154e+00]
  [ 5.25584265e+01  1.70655454e+02 -7.71696646e-02  9.38516436e+01
   -9.56375560e+01]
  [-5.75745453e+01 -1.94561586e+02 -5.89120154e+00 -9.56375560e+01
    1.08716332e+02]]

 [[-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]]

 [[ 2.87900023e+02  1.18560402e+02  3.31232739e+02  3.34751043e+01
    1.73423742e+01]
  [ 1.18560402e+02  9.99382263e+01  1.30342728e+02  3.51644498e+01
   -2.57443740e+01]
  [ 3.31232739e+02  1.30342728e+02  3.97118299e+02  3.10159865e+01
    1.72734591e+01]
  [ 3.34751043e+01  3.51644498e+01  3.10159865e+01  1.61777214e+01
   -1.09407244e+01]
  [ 1.73423742e+01 -2.57443740e+01  1.72734591e+01 -1.09407244e+01
    2.94651771e+01]]

 [[-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]]]",[ 4418 19172    62  9116     0],[ 1331 16053     0  7770     0]
10,27,42,22,"[[  0.           0.           0.           0.           0.        ]
 [-23.67278195 -23.86749449  -7.34524184 -10.676078     6.37009901]
 [  0.           0.           0.           0.           0.        ]
 [  0.25320324 -14.64902368  15.48141618 -14.23517865  11.56514853]
 [  0.           0.           0.           0.           0.        ]]","[[[  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]]

 [[  78.78772942  109.99397372   27.28692942   40.56772066  -43.93954384]
  [ 109.99397372  431.87031831    9.81462961  207.94195183 -249.354283  ]
  [  27.28692942    9.81462961   15.89097324   -6.20979661    3.80329884]
  [  40.56772066  207.94195183   -6.20979661  110.65086403 -125.63379353]
  [ -43.93954384 -249.354283      3.80329884 -125.63379353  154.72648258]]

 [[  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]]

 [[ 210.22207617  200.28882568  210.16814635   77.11657262  -52.96264605]
  [ 200.28882568  264.41728278  166.21889339  108.75594257  -87.21357425]
  [ 210.16814635  166.21889339  235.86544709   57.95302713  -37.35417487]
  [  77.11657262  108.75594257   57.95302713   49.03781452  -41.47296993]
  [ -52.96264605  -87.21357425  -37.35417487  -41.47296993   45.88246222]]

 [[  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]]]",[  833 17276   108 14444   107],[    0 14506     0 12035     0]
10,27,42,44,"[[ -1.75529343  17.81578577   5.14581129  19.75554956 -10.40139177]
 [-28.48963855 -14.75058126 -10.98024023  -4.16402493  -1.44135142]
 [  0.           0.           0.           0.           0.        ]
 [ -4.13960131  -4.84727024   3.37474101  -6.43278545  -1.32350954]
 [  0.           0.           0.           0.           0.        ]]","[[[ 6.32162147e+01  2.01870153e+01  8.16478154e+01 -2.04750471e+01
    2.74435657e+01]
  [ 2.01870153e+01  3.90432987e+01  4.72425790e+01  7.70916262e+00
    1.65142272e+00]
  [ 8.16478154e+01  4.72425790e+01  1.30934213e+02 -3.37431033e+01
    3.48156554e+01]
  [-2.04750471e+01  7.70916262e+00 -3.37431033e+01  3.98687642e+01
   -2.15352048e+01]
  [ 2.74435657e+01  1.65142272e+00  3.48156554e+01 -2.15352048e+01
    2.01980085e+01]]

 [[ 1.17178844e+02  7.27096780e+01  4.87329153e+01  1.50549131e+01
   -4.38344523e+00]
  [ 7.27096780e+01  4.46162744e+02 -1.97127795e+01  2.44335859e+02
   -2.63752748e+02]
  [ 4.87329153e+01 -1.97127795e+01  3.21199803e+01 -3.11058332e+01
    3.01116966e+01]
  [ 1.50549131e+01  2.44335859e+02 -3.11058332e+01  1.53357178e+02
   -1.54257020e+02]
  [-4.38344523e+00 -2.63752748e+02  3.01116966e+01 -1.54257020e+02
    1.76485840e+02]]

 [[-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]]

 [[ 5.28698511e+00  7.97182488e+00 -1.48278743e-01  5.36429314e+00
   -1.78523159e+00]
  [ 7.97182488e+00  1.27335533e+01 -1.23318062e-02  8.18079908e+00
   -3.78379171e+00]
  [-1.48278743e-01 -1.23318062e-02  3.35243097e-01 -2.75820411e-01
   -9.11994695e-01]
  [ 5.36429314e+00  8.18079908e+00 -2.75820411e-01  5.56628844e+00
   -1.70420424e+00]
  [-1.78523159e+00 -3.78379171e+00 -9.11994695e-01 -1.70420424e+00
    4.38377958e+00]]

 [[-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]
  [-0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00
   -0.00000000e+00]]]",[19809 11772     0   867   320],[18194 10188     0   259     0]
10,27,42,65,"[[  0.9454273   20.16828918  12.72654724  16.18353081 -10.31040287]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]]","[[[22.83804202 -0.43229351 15.71152124  1.16397098  6.6915637 ]
  [-0.43229351 18.32475649  8.8393613  10.04872453 -0.96563338]
  [15.71152124  8.8393613  20.64720959  2.28897207  1.61079131]
  [ 1.16397098 10.04872453  2.28897207 10.37133801 -0.82822306]
  [ 6.6915637  -0.96563338  1.61079131 -0.82822306  8.26096553]]

 [[-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]]

 [[-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]]

 [[-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]]

 [[-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]
  [-0.         -0.         -0.         -0.         -0.        ]]]",[32768     0     0     0     0],[32768     0     0     0     0]
10,27,62,0,"[[ -5.59143911  14.63222292   2.71472217  14.71543298 -11.79452783]
 [-22.36063211 -16.80365191  -8.74934783  -5.26804982   2.05134079]
 [  0.           0.           0.           0.           0.        ]
 [ -3.37781873 -14.71691792   6.42861637 -11.11264576   7.70503904]
 [  0.           0.           0.           0.           0.        ]]","[[[  37.85706701   24.63463965   54.06021425    7.317537     -2.65666952]
  [  24.63463965   27.25043877   46.12726018    6.24499113   -5.93517401]
  [  54.06021425   46.12726018   91.38478329    7.43773897   -6.89076051]
  [   7.317537      6.24499113    7.43773897    8.99713447   -3.96815884]
  [  -2.65666952   -5.93517401   -6.89076051   -3.96815884    3.88196012]]

 [[  43.49904496   46.88087741   17.04981311   17.78835775  -13.41863989]
  [  46.88087741  380.66743104  -21.8753649   207.15488161 -225.91641797]
  [  17.04981311  -21.8753649    12.84261844  -18.07614898   20.9134774 ]
  [  17.78835775  207.15488161  -18.07614898  119.07722041 -127.01146335]
  [ -13.41863989 -225.91641797   20.9134774  -127.01146335  140.99786481]]

 [[  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]]

 [[  27.17648948   25.6160551    18.40233473   10.34822442   -7.80937796]
  [  25.6160551    35.25308899   14.94541067   14.93836207  -14.08335993]
  [  18.40233473   14.94541067   13.08047037    5.83716038   -3.72880302]
  [  10.34822442   14.93836207    5.83716038    6.43802944   -6.1780086 ]
  [  -7.80937796  -14.08335993   -3.72880302   -6.1780086     6.99693088]]

 [[  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]
  [  -0.           -0.           -0.           -0.           -0.        ]]]",[13751 16882     0  2135     0],[11197 13896     0  1549     0]
